"_id","clone_url","commit_size","full_name","issue_size","repo_size","status"
"assertj/assertj-core","https://github.com/assertj/assertj-core.git","3274","assertj/assertj-core","2047","34300","true"
"FasterXML/jackson-core","https://github.com/FasterXML/jackson-core.git","2528","FasterXML/jackson-core","639","20758","true"
"internetarchive/heritrix3","https://github.com/internetarchive/heritrix3.git","2177","internetarchive/heritrix3","325","10328","true"
"real-logic/agrona","https://github.com/real-logic/agrona.git","2085","real-logic/agrona","233","3886","true"
"speedment/speedment","https://github.com/speedment/speedment.git","4752","speedment/speedment","837","26278","true"
"florent37/ExpansionPanel","https://github.com/florent37/ExpansionPanel.git","87","florent37/ExpansionPanel","39","937","false"
"wildfirechat/android-chat","https://github.com/wildfirechat/android-chat.git","1134","wildfirechat/android-chat","513","423135","false"
"ratpack/ratpack","https://github.com/ratpack/ratpack.git","6094","ratpack/ratpack","1401","25309","true"
"AnyListen/tools-ocr","https://github.com/AnyListen/tools-ocr.git","33","AnyListen/tools-ocr","21","269","false"
"chrisk44/Hijacker","https://github.com/chrisk44/Hijacker.git","306","chrisk44/Hijacker","78","76299","true"
"linger1216/labelview","https://github.com/linger1216/labelview.git","35","linger1216/labelview","21","4048","false"
"HuanTanSheng/EasyPhotos","https://github.com/HuanTanSheng/EasyPhotos.git","597","HuanTanSheng/EasyPhotos","172","101525","true"
"jimmysuncpt/Algorithms","https://github.com/jimmysuncpt/Algorithms.git","381","jimmysuncpt/Algorithms","8","42183","true"
"Karumi/Rosie","https://github.com/Karumi/Rosie.git","459","Karumi/Rosie","83","13853","true"
"lyft/scissors","https://github.com/lyft/scissors.git","65","lyft/scissors","77","4506","false"
"LuckyZXL2016/Movie_Recommend","https://github.com/LuckyZXL2016/Movie_Recommend.git","27","LuckyZXL2016/Movie_Recommend","7","57779","false"
"friendlyrobotnyc/TinyDancer","https://github.com/friendlyrobotnyc/TinyDancer.git","148","friendlyrobotnyc/TinyDancer","63","9788","false"
"Sayi/poi-tl","https://github.com/Sayi/poi-tl.git","498","Sayi/poi-tl","528","76558","true"
"Ramotion/garland-view-android","https://github.com/Ramotion/garland-view-android.git","132","Ramotion/garland-view-android","16","16511","false"
"wangdan/AisenWeiBo","https://github.com/wangdan/AisenWeiBo.git","286","wangdan/AisenWeiBo","6","83031","true"
"logstash/logstash-logback-encoder","https://github.com/logstash/logstash-logback-encoder.git","816","logstash/logstash-logback-encoder","469","1849","true"
"boycy815/PinchImageView","https://github.com/boycy815/PinchImageView.git","52","boycy815/PinchImageView","21","41177","false"
"smartloli/kafka-eagle","https://github.com/smartloli/kafka-eagle.git","644","smartloli/kafka-eagle","406","71879","true"
"apache/servicecomb-pack","https://github.com/apache/servicecomb-pack.git","1595","apache/servicecomb-pack","650","15145","true"
"awslabs/djl","https://github.com/awslabs/djl.git","2644","awslabs/djl","741","27411","true"
"MindorksOpenSource/android-developer-roadmap","https://github.com/MindorksOpenSource/android-developer-roadmap.git","21","MindorksOpenSource/android-developer-roadmap","3","424","false"
"tuesda/CircleRefreshLayout","https://github.com/tuesda/CircleRefreshLayout.git","4","tuesda/CircleRefreshLayout","2","4357","false"
"elastic/elasticsearch-hadoop","https://github.com/elastic/elasticsearch-hadoop.git","2039","elastic/elasticsearch-hadoop","1523","8794","true"
"Kelin-Hong/MVVMLight","https://github.com/Kelin-Hong/MVVMLight.git","8","Kelin-Hong/MVVMLight","16","83","false"
"pakerfeldt/android-viewflow","https://github.com/pakerfeldt/android-viewflow.git","120","pakerfeldt/android-viewflow","61","1062","false"
"drewnoakes/metadata-extractor","https://github.com/drewnoakes/metadata-extractor.git","1304","drewnoakes/metadata-extractor","428","12471","true"
"romainpiel/Titanic","https://github.com/romainpiel/Titanic.git","5","romainpiel/Titanic","2","267","false"
"goldmansachs/gs-collections","https://github.com/goldmansachs/gs-collections.git","912","goldmansachs/gs-collections","40","12928","true"
"bytedeco/javacpp-presets","https://github.com/bytedeco/javacpp-presets.git","1314","bytedeco/javacpp-presets","887","427889","false"
"fabric8io/kubernetes-client","https://github.com/fabric8io/kubernetes-client.git","3847","fabric8io/kubernetes-client","2828","459770","false"
"stfalcon-studio/FrescoImageViewer","https://github.com/stfalcon-studio/FrescoImageViewer.git","67","stfalcon-studio/FrescoImageViewer","72","5466","false"
"liweiwei1419/LeetCode-Solutions-in-Good-Style","https://github.com/liweiwei1419/LeetCode-Solutions-in-Good-Style.git","299","liweiwei1419/LeetCode-Solutions-in-Good-Style","23","2544","true"
"xwjie/PLMCodeTemplate","https://github.com/xwjie/PLMCodeTemplate.git","101","xwjie/PLMCodeTemplate","17","4336","false"
"biezhi/wechat-api","https://github.com/biezhi/wechat-api.git","59","biezhi/wechat-api","90","11698","false"
"MatthiasRobbers/shortbread","https://github.com/MatthiasRobbers/shortbread.git","21","MatthiasRobbers/shortbread","29","452","false"
"linkedin/cruise-control","https://github.com/linkedin/cruise-control.git","719","linkedin/cruise-control","1441","8683","true"
"psal/anonymouth","https://github.com/psal/anonymouth.git","256","psal/anonymouth","8","524174","false"
"alibaba/vlayout","https://github.com/alibaba/vlayout.git","364","alibaba/vlayout","330","1716","true"
"square/javapoet","https://github.com/square/javapoet.git","844","square/javapoet","735","1863","true"
"koral--/android-gif-drawable","https://github.com/koral--/android-gif-drawable.git","1137","koral--/android-gif-drawable","718","5849","true"
"laobie/StatusBarUtil","https://github.com/laobie/StatusBarUtil.git","71","laobie/StatusBarUtil","187","9367","false"
"hs-web/hsweb-framework","https://github.com/hs-web/hsweb-framework.git","2544","hs-web/hsweb-framework","178","32334","true"
"huanghaibin-dev/CalendarView","https://github.com/huanghaibin-dev/CalendarView.git","278","huanghaibin-dev/CalendarView","371","74112","true"
"shwenzhang/AndResGuard","https://github.com/shwenzhang/AndResGuard.git","421","shwenzhang/AndResGuard","353","8338","true"
"json-path/JsonPath","https://github.com/json-path/JsonPath.git","899","json-path/JsonPath","444","2465","true"
"JakeWharton/u2020","https://github.com/JakeWharton/u2020.git","485","JakeWharton/u2020","310","9385","true"
"yipianfengye/android-zxingLibrary","https://github.com/yipianfengye/android-zxingLibrary.git","76","yipianfengye/android-zxingLibrary","68","10170","false"
"languagetool-org/languagetool","https://github.com/languagetool-org/languagetool.git","48008","languagetool-org/languagetool","3609","1822663","false"
"h2pl/Java-Tutorial","https://github.com/h2pl/Java-Tutorial.git","95","h2pl/Java-Tutorial","15","2076","false"
"rubensousa/GravitySnapHelper","https://github.com/rubensousa/GravitySnapHelper.git","146","rubensousa/GravitySnapHelper","69","83046","false"
"MinecraftForge/MinecraftForge","https://github.com/MinecraftForge/MinecraftForge.git","7741","MinecraftForge/MinecraftForge","7366","102961","false"
"debezium/debezium","https://github.com/debezium/debezium.git","4828","debezium/debezium","2285","19609","true"
"wdullaer/MaterialDateTimePicker","https://github.com/wdullaer/MaterialDateTimePicker.git","473","wdullaer/MaterialDateTimePicker","622","1995","true"
"kyleduo/SwitchButton","https://github.com/kyleduo/SwitchButton.git","173","kyleduo/SwitchButton","106","12138","false"
"nisrulz/android-tips-tricks","https://github.com/nisrulz/android-tips-tricks.git","284","nisrulz/android-tips-tricks","27","34057","true"
"doocs/jvm","https://github.com/doocs/jvm.git","104","doocs/jvm","11","63875","false"
"alibaba/COLA","https://github.com/alibaba/COLA.git","200","alibaba/COLA","152","2837","false"
"OpenTSDB/opentsdb","https://github.com/OpenTSDB/opentsdb.git","1667","OpenTSDB/opentsdb","1581","40181","true"
"pili-engineering/PLDroidPlayer","https://github.com/pili-engineering/PLDroidPlayer.git","131","pili-engineering/PLDroidPlayer","910","89155","false"
"jgilfelt/chuck","https://github.com/jgilfelt/chuck.git","139","jgilfelt/chuck","50","1899","false"
"tomakehurst/wiremock","https://github.com/tomakehurst/wiremock.git","2013","tomakehurst/wiremock","1139","16878","true"
"spring-projects/spring-security-oauth","https://github.com/spring-projects/spring-security-oauth.git","1403","spring-projects/spring-security-oauth","1385","7177","true"
"alibaba/dexposed","https://github.com/alibaba/dexposed.git","77","alibaba/dexposed","61","1875","false"
"MindorksOpenSource/android-mvp-architecture","https://github.com/MindorksOpenSource/android-mvp-architecture.git","164","MindorksOpenSource/android-mvp-architecture","56","6148","false"
"spring-cloud/spring-cloud-netflix","https://github.com/spring-cloud/spring-cloud-netflix.git","2824","spring-cloud/spring-cloud-netflix","3817","19405","true"
"AriaLyy/Aria","https://github.com/AriaLyy/Aria.git","892","AriaLyy/Aria","797","38999","true"
"vavr-io/vavr","https://github.com/vavr-io/vavr.git","4315","vavr-io/vavr","2590","19889","true"
"orientechnologies/orientdb","https://github.com/orientechnologies/orientdb.git","20353","orientechnologies/orientdb","7938","246039","false"
"twowaits/SDE-Interview-Questions","https://github.com/twowaits/SDE-Interview-Questions.git","320","twowaits/SDE-Interview-Questions","199","1374","true"
"Ashok-Varma/BottomNavigation","https://github.com/Ashok-Varma/BottomNavigation.git","173","Ashok-Varma/BottomNavigation","206","3928","false"
"alibaba/jvm-sandbox","https://github.com/alibaba/jvm-sandbox.git","313","alibaba/jvm-sandbox","275","1401","true"
"bingoogolapple/BGARefreshLayout-Android","https://github.com/bingoogolapple/BGARefreshLayout-Android.git","179","bingoogolapple/BGARefreshLayout-Android","87","7561","false"
"metersphere/metersphere","https://github.com/metersphere/metersphere.git","6886","metersphere/metersphere","1744","88663","true"
"jeasonlzy/ImagePicker","https://github.com/jeasonlzy/ImagePicker.git","143","jeasonlzy/ImagePicker","139","21059","false"
"Tencent/GT","https://github.com/Tencent/GT.git","74","Tencent/GT","25","21307","false"
"confluentinc/ksql","https://github.com/confluentinc/ksql.git","8235","confluentinc/ksql","6409","91320","true"
"auth0/java-jwt","https://github.com/auth0/java-jwt.git","366","auth0/java-jwt","486","1088","true"
"mcxiaoke/android-volley","https://github.com/mcxiaoke/android-volley.git","1932","mcxiaoke/android-volley","114","952","true"
"castorflex/SmoothProgressBar","https://github.com/castorflex/SmoothProgressBar.git","169","castorflex/SmoothProgressBar","81","15669","false"
"apache/shiro","https://github.com/apache/shiro.git","2137","apache/shiro","260","25692","true"
"guolindev/giffun","https://github.com/guolindev/giffun.git","17","guolindev/giffun","42","7432","false"
"jaydenxiao2016/AndroidFire","https://github.com/jaydenxiao2016/AndroidFire.git","23","jaydenxiao2016/AndroidFire","19","9822","false"
"AltBeacon/android-beacon-library","https://github.com/AltBeacon/android-beacon-library.git","1133","AltBeacon/android-beacon-library","890","7691","true"
"Pay-Group/best-pay-sdk","https://github.com/Pay-Group/best-pay-sdk.git","200","Pay-Group/best-pay-sdk","90","618","false"
"kabouzeid/Phonograph","https://github.com/kabouzeid/Phonograph.git","1615","kabouzeid/Phonograph","516","18083","true"
"DiUS/java-faker","https://github.com/DiUS/java-faker.git","825","DiUS/java-faker","502","6213","true"
"VerbalExpressions/JavaVerbalExpressions","https://github.com/VerbalExpressions/JavaVerbalExpressions.git","114","VerbalExpressions/JavaVerbalExpressions","59","135","false"
"iPaulPro/Android-ItemTouchHelper-Demo","https://github.com/iPaulPro/Android-ItemTouchHelper-Demo.git","13","iPaulPro/Android-ItemTouchHelper-Demo","17","284","false"
"JakeWharton/Telecine","https://github.com/JakeWharton/Telecine.git","264","JakeWharton/Telecine","147","1415","true"
"sucese/android-open-source-project-analysis","https://github.com/sucese/android-open-source-project-analysis.git","642","sucese/android-open-source-project-analysis","14","121494","false"
"ozodrukh/CircularReveal","https://github.com/ozodrukh/CircularReveal.git","92","ozodrukh/CircularReveal","107","1338","false"
"javaee-samples/javaee7-samples","https://github.com/javaee-samples/javaee7-samples.git","1537","javaee-samples/javaee7-samples","358","4329","true"
"Comcast/FreeFlow","https://github.com/Comcast/FreeFlow.git","322","Comcast/FreeFlow","59","2117","true"
"pwittchen/ReactiveNetwork","https://github.com/pwittchen/ReactiveNetwork.git","733","pwittchen/ReactiveNetwork","428","1692","true"
"bingoogolapple/BGABadgeView-Android","https://github.com/bingoogolapple/BGABadgeView-Android.git","78","bingoogolapple/BGABadgeView-Android","45","1349","false"
"elye/loaderviewlibrary","https://github.com/elye/loaderviewlibrary.git","62","elye/loaderviewlibrary","29","182","false"
"path/android-priority-jobqueue","https://github.com/path/android-priority-jobqueue.git","176","path/android-priority-jobqueue","16","13597","false"
"zjw-swun/AppMethodOrder","https://github.com/zjw-swun/AppMethodOrder.git","53","zjw-swun/AppMethodOrder","47","7750","false"
"Krupen/FabulousFilter","https://github.com/Krupen/FabulousFilter.git","54","Krupen/FabulousFilter","13","13977","false"
"Ramotion/paper-onboarding-android","https://github.com/Ramotion/paper-onboarding-android.git","75","Ramotion/paper-onboarding-android","51","13319","false"
"konifar/android-material-design-icon-generator-plugin","https://github.com/konifar/android-material-design-icon-generator-plugin.git","120","konifar/android-material-design-icon-generator-plugin","60","177675","false"
"grishka/Houseclub","https://github.com/grishka/Houseclub.git","49","grishka/Houseclub","217","281","false"
"Zomato/AndroidPhotoFilters","https://github.com/Zomato/AndroidPhotoFilters.git","41","Zomato/AndroidPhotoFilters","18","2733","false"
"spring-projects/spring-data-elasticsearch","https://github.com/spring-projects/spring-data-elasticsearch.git","1357","spring-projects/spring-data-elasticsearch","1733","40225","true"
"FudanNLP/fnlp","https://github.com/FudanNLP/fnlp.git","85","FudanNLP/fnlp","27","2754","false"
"gcacace/android-signaturepad","https://github.com/gcacace/android-signaturepad.git","108","gcacace/android-signaturepad","95","393","false"
"spotify/dockerfile-maven","https://github.com/spotify/dockerfile-maven.git","203","spotify/dockerfile-maven","344","255","true"
"o2oa/o2oa","https://github.com/o2oa/o2oa.git","6257","o2oa/o2oa","69","1357867","false"
"JsonChao/Awesome-WanAndroid","https://github.com/JsonChao/Awesome-WanAndroid.git","247","JsonChao/Awesome-WanAndroid","95","207520","false"
"mongodb/mongo-java-driver","https://github.com/mongodb/mongo-java-driver.git","7445","mongodb/mongo-java-driver","680","85146","true"
"apache/calcite","https://github.com/apache/calcite.git","4593","apache/calcite","2212","73551","true"
"oasisfeng/condom","https://github.com/oasisfeng/condom.git","145","oasisfeng/condom","28","317","false"
